SMILES,SMILES_rdkit_final,logP,fu_in_vitro,REF_logP,REF_Fup
CC(C)SCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,CC(C)SCC(ON=C(C(=O)NC1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,0.27,0.0021,CHEMBL,CHEMBL
CC(C=CC(C)C(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,5.61,0.0016,HTTK,HTTK
C[C@H](c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,CC(c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,3.81,0.12,CHEMBL,CHEMBL
C[C@H](c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,CC(c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,3.17,0.17,CHEMBL,CHEMBL
C[C@H](c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,CC(c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,3.7,0.17,CHEMBL,CHEMBL
CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,4.34,,CHEMBL,
C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,CC(c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,2.71,0.22,CHEMBL,CHEMBL
CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,CC(c1cc2ccccc2s1)N(O)C(N)=O,0.18,0.07,HTTK,HTTK
C[C@@H](C1=CC=C(C=C1)C2=C(C=C(C=C2)F)F)N3CC[C@](OC3=O)(CCO)C4=CC=C(C=C4)F,CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,2.77,0.008,,Watanabe
C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,5.01,0.084,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,5.9,0.002,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(NS(C)(=O)=O)cccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3c(NS(C)(=O)=O)cccc3[nH]2)C1=O,4.25,0.058,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,5.9,0.002,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cc[nH]n4)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(-c4cc[nH]n4)ccc3[nH]2)C1=O,5.27,0.04,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,5.94,0.002,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,5.53,0.002,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(N4CCOCC4)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(N4CCOCC4)ccc3[nH]2)C1=O,4.72,0.093,CHEMBL,CHEMBL
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,CC(c1ccc(F)cc1)N1C(=O)OC(Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,4.25,0.034,CHEMBL,CHEMBL
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,CC(c1ccc2ccc(OC3CCC(C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,7.75,0.0066,CHEMBL,CHEMBL
CC(C1=NC(=CS1)C1=CC=C(C=C1)C#N)C(O)(CN1C=NC=N1)C1=CC(F)=CC=C1F,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,4.08,0.01,HTTK,HTTK
CC(c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1)N(C)C,CC(c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1)N(C)C,1.58,0.075,CHEMBL,CHEMBL
C[C@H](c1nc(O)c2c(n1)n(nc2)C1CCOCC1)N1CC(C1)Oc1ccccc1,CC(c1nc(O)c2cnn(C3CCOCC3)c2n1)N1CC(Oc2ccccc2)C1,,0.23,,Watanabe
C[C@H](c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccccc2)C1,CC(c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1)N1CC(Oc2ccccc2)C1,2.3,0.23,CHEMBL,CHEMBL
CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,2.09,0.42,HTTK,HTTK
N#Cc1ccc(cc1C(F)(F)F)O[C@H]1C(=O)N(CC1(C)C)[C@H](c1nnc(o1)c1ccccc1)C,CC(c1nnc(-c2ccccc2)o1)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,5,0.018,,Watanabe
C[C@H](c1nnc2c(F)cc(-c3cnn(C)c3)cn12)n1ccc2ncccc2c1=O,CC(c1nnc2c(F)cc(-c3cnn(C)c3)cn12)n1ccc2ncccc2c1=O,2.59,0.478,CHEMBL,CHEMBL
C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)C(C)C1,2.02,0.33,CHEMBL,CHEMBL
CC(CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,3.4,0.05,HTTK,HTTK
CC(CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,-1.27,0.24,HTTK,
C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,CC(CC1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,1.47,0.14,CHEMBL,CHEMBL
C[C@@](CCc1cc(-c2ccccc2)no1)(C(=O)NO)S(C)(=O)=O,CC(CCc1cc(-c2ccccc2)no1)(C(=O)NO)S(C)(=O)=O,1.58,0.013,CHEMBL,CHEMBL
C[C@@](CCc1cc(-c2ccccc2)on1)(C(=O)NO)S(C)(=O)=O,CC(CCc1cc(-c2ccccc2)on1)(C(=O)NO)S(C)(=O)=O,1.58,0.016,CHEMBL,CHEMBL
C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,CC(CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,2.59,0.0215,CHEMBL,CHEMBL
ON=C([C@](S(=O)(=O)C)(CCc1ccc(cc1)c1ccccc1)C)O,CC(CCc1ccc(-c2ccccc2)cc1)(C(O)=NO)S(C)(=O)=O,2.59,0.022,,Watanabe
C[C@@](CCn1cc(-c2ccccc2)cn1)(C(=O)NO)S(C)(=O)=O,CC(CCn1cc(-c2ccccc2)cn1)(C(=O)NO)S(C)(=O)=O,1.25,0.048,CHEMBL,CHEMBL
C[C@@](CCn1ccc(-c2ccc(-n3nccn3)cc2)cc1=O)(C(=O)NO)S(C)(=O)=O,CC(CCn1ccc(-c2ccc(-n3nccn3)cc2)cc1=O)(C(=O)NO)S(C)(=O)=O,0.79,0.25,CHEMBL,CHEMBL
C[C@@](CCn1ccc(-c2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O,CC(CCn1ccc(-c2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O,1.21,0.14,CHEMBL,CHEMBL
N#Cc1cccc(c1)CN(c1ccc(cc1)OC(F)(F)F)C1CCN(CC1)C(CCNC(=O)c1c(Cl)cncc1Cl)C,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(N(Cc2cccc(C#N)c2)c2ccc(OC(F)(F)F)cc2)CC1,6.84,0.001,,Watanabe
CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1c(F)cnc2cc(Cl)ccc12,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1c(F)cnc2cc(Cl)ccc12,6.02,,CHEMBL,
CC(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,CC(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,2.87,0.05,CHEMBL,CHEMBL
CC(CCO)n1nc(-c2cnc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,CC(CCO)n1nc(-c2cnc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,2.26,0.49,CHEMBL,CHEMBL
C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2C[C@H]1C,CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1c(F)cc(C=CC(=O)O)cc1F,4.71,0.009,CHEMBL,CHEMBL
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,4.43,0.026,CHEMBL,CHEMBL
C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,CC(CF)CN1C(c2c(F)cc(C=CC(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.1,0.002,CHEMBL,CHEMBL
C[C@H](CF)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,CC(CF)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.82,0.01,CHEMBL,CHEMBL
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,CC(CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1)C(=O)O,4.88,0.015,CHEMBL,CHEMBL
C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Br)ccc32)CC1)NC(=O)[C@H]1C[C@@H]1c1ccccc1,CC(CN1CCC(n2c(=O)[nH]c3cc(Br)ccc32)CC1)NC(=O)C1CC1c1ccccc1,4.04,0.02,CHEMBL,CHEMBL
C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,CC(CN1CCC2(CC1)C(=O)NCC2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,3.42,0.00136,CHEMBL,CHEMBL
C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1ccc2ccccc2c1,CC(CN1CCC2(CC1)C(=O)NCC2c1ccc(F)cc1)NC(=O)c1ccc2ccccc2c1,4.09,0.00045,CHEMBL,CHEMBL
CC(CN1CCOCC1)Nc1ccc2cc(-n3cnc4cnc5cnc(-c6ccncc6)cc5c43)ccc2n1,CC(CN1CCOCC1)Nc1ccc2cc(-n3cnc4cnc5cnc(-c6ccncc6)cc5c43)ccc2n1,4.71,0.03,CHEMBL,CHEMBL
CC(CN1CCOCC1)Nc1nc2ccc(-n3cnc4cnc5cnc(-c6ccncc6)cc5c43)cc2s1,CC(CN1CCOCC1)Nc1nc2ccc(-n3cnc4cnc5cnc(-c6ccncc6)cc5c43)cc2s1,4.77,0.02,CHEMBL,CHEMBL
CC(CN1C=NC2=C(N)N=CN=C12)OCP(O)(O)=O,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,-0.44,0.93,HTTK,HTTK
C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,CC(Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,1.89,0.967,CHEMBL,CHEMBL
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,CC(CO)CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(C=CC(=O)O)cc1,4.23,0.046,CHEMBL,CHEMBL
C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,CC(CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,2.51,0.14,CHEMBL,CHEMBL
C[C@@H](CO)NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12,CC(CO)NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12,2.28,0.008,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(C(=O)NS(C)(=O)=O)nc(SCc2ccccc2)n1,CC(CO)Nc1cc(C(=O)NS(C)(=O)=O)nc(SCc2ccccc2)n1,1.25,0.07,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(C(=O)O)nc(SCc2ccccc2)n1,CC(CO)Nc1cc(C(=O)O)nc(SCc2ccccc2)n1,2.26,0.01,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(Cl)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(Cl)c2F)n1,2.89,0.019,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(F)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc2cccc(F)c2F)n1,2.37,0.021,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2ccccc2)n1,CC(CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2ccccc2)n1,1.78,0.019,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,2.72,,CHEMBL,
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.2,0.01,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,2.59,0.006,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.98,0.014,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCNCC2)nc(SCc2cccc(Cl)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCNCC2)nc(SCc2cccc(Cl)c2F)n1,1.92,0.037,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.34,0.015,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,1.83,0.03,CHEMBL,CHEMBL
C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,CC(CO)Nc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,1.93,0.019,CHEMBL,CHEMBL
C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=C(C(=CC=C3)Cl)F,CC(CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,3.26,0.0008,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,2.55,0.017,CHEMBL,CHEMBL
C[C@H](CO)NC1=NC(=NC2=C1N=CC(=O)N2)SCC3=C(C(=CC=C3)F)F,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,2.08,0.012,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,2.74,0.00295,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12,2.3,0.023,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12,2.37,0.052,CHEMBL,CHEMBL
C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.03,0.026,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12,2.82,0.011,CHEMBL,CHEMBL
OC[C@H](Nc1nc(SCc2cccc(c2F)F)nc2c1sc(n2)O)C,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(O)sc12,2.74,0.003,,Watanabe
C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,CC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,2.46,0.0027,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,CC(CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,2.75,0.055,CHEMBL,CHEMBL
C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3F,CC(CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,2.6,0.0016,CHEMBL,CHEMBL
C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CO3,CC(CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,2.06,0.018,CHEMBL,CHEMBL
C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,CC(CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,2.35,0.12,CHEMBL,CHEMBL
C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@H](C)c1ccc(C(F)(F)F)c(F)c1)CC2,CC(CO)Nc1ncc2c(n1)CN(C(=O)NC(C)c1ccc(C(F)(F)F)c(F)c1)CC2,3.26,0.013,CHEMBL,CHEMBL
C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@H](C)c1ccc(Cl)c(Cl)c1)CC2,CC(CO)Nc1ncc2c(n1)CN(C(=O)NC(C)c1ccc(Cl)c(Cl)c1)CC2,3.41,0.03,CHEMBL,CHEMBL
CC(COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,CC(COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,3.82,0.1,CHEMBL,CHEMBL
C[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.08,,CHEMBL,
CC(C)S(=O)(=O)C[C@H](C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,CC(CS(=O)(=O)C(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.74,,CHEMBL,
Fc1ccc(c(c1)F)Oc1ncc2c(n1)[nH][nH]c2=N[C@@H](CS(=O)(=O)C)C,CC(CS(C)(=O)=O)N=c1[nH][nH]c2nc(Oc3ccc(F)cc3F)ncc12,,0.187,,Watanabe
C[C@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,CC(CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,2.24,0.96,CHEMBL,CHEMBL
CC(CS)C(=O)N1CCCC1C(O)=O,CC(CS)C(=O)N1CCCC1C(=O)O,0.34,0.73,HTTK,HTTK
CC(F)(F)c1noc2cc(Nc3n[nH]c4cccnc34)ccc12,CC(F)(F)c1noc2cc(Nc3n[nH]c4cccnc34)ccc12,3.95,0.003,CHEMBL,CHEMBL
CC(F)(F)CN1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,CC(F)(F)CN1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,3.75,0.01,CHEMBL,CHEMBL
CC(F)(F)COc1ncncc1CNc1ncc(C#N)c(N[C@@H]2CC[C@H](O)C(C)(C)C2)n1,CC(F)(F)COc1ncncc1CNc1ncc(C#N)c(NC2CCC(O)C(C)(C)C2)n1,3.14,0.16,CHEMBL,CHEMBL
C[C@@H](N)[C@H](NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)NO,CC(N)C(NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)NO,1.04,0.081,CHEMBL,CHEMBL
C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,CC(N)C1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OCC4C)C1,1.97,0.8,CHEMBL,CHEMBL
C[C@H](N)CNc1nc(-c2ccncc2)cc2cnccc12,CC(N)CNc1nc(-c2ccncc2)cc2cnccc12,2.45,0.42,CHEMBL,CHEMBL
Fc1cnc(nc1)[C@@H](N=c1ccc2c([nH]1)n(cn2)c1n[nH]c(c1)C1CC1)C,CC(N=c1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2[nH]1)c1ncc(F)cn1,3.12,0.16,,Watanabe
C[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,CC(NC(=O)C(F)(F)F)C(Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,5.35,0.0001,CHEMBL,CHEMBL
C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,3.24,0.011,CHEMBL,CHEMBL
C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,2.5,0.066,CHEMBL,CHEMBL
C[C@H](NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,1.72,0.116,CHEMBL,CHEMBL
CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(C(=O)N[C@@H](C)c3ccccc3)c2)C(=N)N1,CC(NC(=O)c1cc(F)cc(CN2C(=N)NC(C)(C(C)C)CC2=O)c1)c1ccccc1,3.99,0.058,CHEMBL,CHEMBL
Fc1cccc(c1)C#Cc1ccc(nc1)C(=O)N[C@@H](C(O)(C)C)C,CC(NC(=O)c1ccc(C#Cc2cccc(F)c2)cn1)C(C)(C)O,2.51,0.973,,Watanabe
C[C@@H](NC(=O)c1ccc(C#N)cc1)[C@@H]1[C@H]2C[C@H](n3cnc4cc(F)c(F)cc43)C[C@H]21,CC(NC(=O)c1ccc(C#N)cc1)C1C2CC(n3cnc4cc(F)c(F)cc43)CC21,4.2,0.06,CHEMBL,CHEMBL
CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1.Cl,3.56,0.12,CHEMBL,CHEMBL
CC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@H]2C[C@H](c3ccnc4ccc(F)cc34)C[C@H]21,CC(NC(=O)c1ccc(Cl)cc1)C1C2CC(c3ccnc4ccc(F)cc34)CC21,5.59,0.01,CHEMBL,CHEMBL
