SMILES,logP,permeability
Nc1nc2c(ncn2C2[C@@H](CO)C[C@@H]2CO)c(=O)[nH]1,,0.8709637905028812
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,40.73803716068987
O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,,0.0591914256145259
O=C(/C=C/c1ccc(O)c2c1C(C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,,0.0814413192330551
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,,14.52700546801047
O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,,3.014972116570295
O=C(CCCCCCC(=O)Nc1ccccc1)NO,,2.3471124655835105
O=C(CCCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)N1CCCC1,,8.709637905028812
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,19.498445997580458
O=C(CO)N1CCN(c2ccc(N3C[C@H](CNC(=S)C4CC4)OC3=O)cc2F)CC1,,37.0766852349519
O=C(COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC/C=C4/OC(=O)c5ccccc54)CC3)CC2=O)cc1)OC1CCCCC1,,39.81070788859444
O=C(CS)NCCCCCC(=O)Nc1cccc2cccnc12,,14.13768171304363
O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,,1.5848924625909924
O=C(NC1(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2s1,,8.956148790538295
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,8.511376462389151
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,1.5924294473524645
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(C(F)(F)F)cc2s1,,6.428204729575615
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,1.2941121062699004
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,2.695762948972653
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,3.895222767608435
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCC(=O)N2CCC(N3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,1.6991201881437623
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCC(O)CC2)CCCC1)c1cc2ccccc2s1,,1.4062550660205124
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1cc2ccccc2o1,,6.012783961709454
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1ccc(-c2ccccc2)cc1,,18.19701696613392
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1ccc(-c2ccccc2)s1,,11.724469467583166
O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1,,1.7999995643833022
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)c1ccnn1CCc1ccncc1,,4.570879791180327
O=C(Nc1ccc(Cl)cc1)c1ccnn1CCc1ccncc1,,6.934138310805384
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccnn1CCc1ccncc1,,4.703601281295663
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccnn1CCc1ccncc1,,7.054681316463142
O=C(Nc1cccc(Br)c1)c1nscc1NCc1ccncc1,,5.487700486959434
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,,6.949091017500826
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccnc2ccccc12,,2.691533564429618
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccncc1,,6.949091017500826
O=C(Nc1cccc(OC(F)(F)F)c1)c1nscc1NCc1ccncc1,,7.936640338403568
O=C(O)C(O)Cc1ccc(O)c(O)c1,,1.2251241474989238
O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,,0.3040062414119383
O=C(O)CC(C1CCN(C(=O)CCCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,,6.025598635633656
O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,,2.5118870098928703
O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)c1cnc2ccccc2c1,,1.288249848323589
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,,33.11311214825908
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,38.90453241562325
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,3.162277660168379
O=C(O)COc1ccc(C(=O)CN2CCN(C3CCNCC3)CC2=O)cc1,,0.7585777496981426
O=C(O)C[C@@H](c1cnc2ccccc2c1)N1CC[C@@H](CCCc2ccc3c(n2)NCCC3)C1=O,,2.041737474542049
O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,,0.6165950018614822
O=C(O)Cc1c(/C=C/C(=O)OC(Cc2ccc(O)c(O)c2)C(=O)O)ccc(O)c1O,,0.0661346866234561
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,34.619357216927135
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,4.18628700939794
O=C(O)c1cc(Cl)ccc1O,,10.471285480508984
O=C(O)c1ccccc1,,98.85528670342028
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,,16.98243652461746
O=C(O)c1ccncc1,,6.456540803672927
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,,36.30779711682995
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,1.8934179935809323
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,,5.248072185670614
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,,15.848924625909923
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,19.95263233821345
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,,18.19701696613392
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,,39.81070788859444
O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)([O-])=N1,,0.3009961218413622
O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,,5.248072185670614
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,,22.130936904380956
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,,31.00132100080636
O=C1C[C@H]2OCC=C3CN4C[C@H](O)C56c7ccccc7N1[C@@H]5[C@H]2[C@H]3CC46,,25.109438437501684
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,,34.673685045253166
O=C1NCC2(CCCNC2)c2[nH]c(-c3ccnc(-c4cc5ccccc5o4)n3)cc21,,1.5135605514156554
O=C1NCC2(CCCNC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21,,3.38844312182739
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,89.12505276976144
O=C1OCCN1/N=C/c1ccc(N(O)O)o1,,10.232934635247014
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,,0.3095142865722042
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,,63.09576350468559
O=Cc1ccncc1,,65.98461696531616
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,,4.073803716068988
O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)cc1/C=C/Br,,3.990523750927213
O=c1[nH]c2cc(Cl)ccc2o1,,64.565408036729
O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,,0.3990523750927213
O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,,0.3981070788859444
O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,,0.436515731728693
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,10.232934635247014
O=c1c(OC2C(O)OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,0.6760828197181441
O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,,0.0895614879053829
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,0.5370317963702533
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,,8.74474601057068
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,,0.6304783820480748
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,10.418852745798686
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,,6.132886113521532
O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@](O)(CO)[C@H]3O)cc(O)c12,,0.0758577749698142
O=c1cc(-c2ccc(O)cc2)oc2cc([O-])c(C3OC(CO)C(O)C(O)C3O)c(O)c12,,0.6309576350468559
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,,9.758943418333445
O=c1cc(-c2ccccc2)oc2ccccc12,,120.19646633552732
O=c1ccc2ccc(O)cc2o1,,26.85258500080037
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,23.988334713712373
O=c1nc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,0.7943284176251373
OCC(O)CO,,14.791087287455335
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,12.882498483235889
OC[C@@H]1CC[C@H](n2cnc3c(O)ncnc32)O1,,2.1339773228838115
OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,0.2907773672154138
OC[C@H]1O[C@@](CO)(OC2O[C@H](COC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,,0.0489999909706501
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,,0.0239883347137123
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,1.206126334697016
OCc1ccncc1,,81.24143763427843
ON(O)NC1=NCCN1Cc1ccc(Cl)nc1,,21.48952420619597
ON1C=CC=C(c2cc3nccc(-c4ccc(OC(F)F)c(OCC5CC5)c4)n3n2)C1,,19.498445997580458
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,,0.6025598635633657
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,,0.1484544430499143
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,,0.3705165401537433
Oc1ccc(-c2cnc(-c3cccc(O)c3)o2)cc1,,7.921614428207835
Oc1cccc2ccccc12,,32.35938059500489
Oc1ccncc1,,77.81216517233698
[Cl-].c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,,11.029997144299092
c1ccc(-c2cccnc2)cc1,,129.41112123292348
c1ccc(-c2ccncc2)cc1,,85.5059428119408
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,,33.11311214825908
c1ccc(Cc2ccncc2)cc1,,100.49871296326982
c1ccc(Cn2nnnc2C(c2ccc(Cn3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1,,0.5011870028220744
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,,3.620374522565046
c1ccncc1,,107.07594106589406
c1csc([C@]23CNC[C@H]2C3)c1,,17.59999319924939
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)c(C(N)=O)cc2F)C1,,5.999996540823129
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CC(N)=O)CC4)cc2)CC3)cc1,,2.799999153205545
C[C@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,,9.300001101668226
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,,12.050725669392763
CN1C(=O)CC(N2CCCN(CC/C=C3\c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,,3.80189308778729
Cc1cc(COc2ccc(C(=O)N[C@@H]3CNCCC3C(O)=NO)cc2)c2ccccc2n1,,0.2000000941002361
N#Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,,48.19997355916343
CC(NC(=O)C(C)NC(=O)C(Cc1ccccc1)NCCC(=O)O)C(=O)NC(C)C(=O)NC(C)C(=O)N(CCN)C(Cc1ccccc1)C(N)=O,,0.2000000941002361
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)C=Cc2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,,0.2238720623083812
CS(=O)(=O)CCCn1c(CN2C(=O)/C(=N/OCc3ccccn3)c3ccncc32)nc2ccccc21,,1.6000008007253654
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN(C)C)cc2)CC3)cc1,,2.2999992796583264
O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(C(F)(F)F)cc2s1,,6.400000383387623
COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc32)c1C,,24.372119563648308
Cc1ccc(-c2ccc(C(=O)NC3(C(=O)N[C@@H](CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)cc2)cc1,,7.099999203523341
CC1(C)CCN(C(=O)N2CCC(c3cn[nH]c3)C2)c2ccccc21,,36.20001079152582
CC(C)(NC(=O)c1cc(F)cnc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1,,36.29998954900325
CC(C)CC1NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC1=O,,11.87999341722266
Cn1cc(-c2ccc(-c3cnc(N)c4ccc(C(=O)N5CCC5)cc34)cc2)cn1,,27.19999974733689
Cn1cncc1CN1CC(N(CC2CCN(C(=O)NC(C)(C)C)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,,0.5999996540823128
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,,18.39999478838612
O=C(NCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,30.98386559108855
COc1cnc(-c2cccc(N)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,6.599997940162178
CCOc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,,14.399996946377398
COc1cccc(CN2C(=O)C[C@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,,0.8000000239617253
CC(C)(C)CCn1nc(CC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,,0.1499999796028914
CCCCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCN(C)C)c(CC)c2[nH]1,,2.799999153205545
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)CC2)nc1C,,0.3999998237804733
CCN(C(=O)C(C)C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,69.09999246235657
Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CC1CCOCC1)C(=O)CN2,,11.859598869117375
CC(C)(C)CC(O)C(=O)N1C[C@@H]2C[C@@H]2C1C(=O)NCc1cc(Cl)ccc1-n1cnnn1,,25.00001101372527
Cn1c(-c2cccc(N)n2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(C=CC(=O)O)cc3)cc21,,1.4999997960289175
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(C#N)cc1,,24.390965954375623
C[C@H](Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,,1.0
N#Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O,,0.4999997647495203
CN(C)C(=O)c1cc(-c2ncc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)[nH]n1,,2.4000008747341526
COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2ccc(F)cc2F)c1C(F)(F)F,,11.000002908762928
O=C(NCC1[C@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@@H]12)c1ccc2[nH]nnc2c1,,9.000003949040394
CC(=O)N1CCN(c2cccc(-c3cc(Cl)c4c(N)ncnn34)c2)C(=O)C1(C)C,,20.00000941002361
O=C(NCc1cc(Cl)ccc1-n1cnnn1)C1[C@H]2C[C@H]2CN1C(=O)C(O)Cn1cccn1,,0.3099999330209736
N=C(N)NCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CCCNC(=O)C(CN)NC(=O)CCC(=O)OCCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(N)=O,,0.7499995451387856
CS(=O)(=O)c1ccc(CO/N=C2/C(=O)N(Cc3nc4ccccc4n3CCCCO)c3ncccc32)cc1,,7.099999203523341
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1CC(n1c(C)nc3c1CCN(C(C)=O)C3)C2)c1cccc(F)c1,,5.999996540823129
CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,,11.000002908762928
O=C1c2ncc3c(c(COCc4ccccn4)cn3Cc3ccc(F)cc3)c2CCN1O,,9.519994555262343
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,,49.19000877125308
COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,,6.606937522682429
N#Cc1ccc(Cn2cncc2CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CCC2c2ccccc2)cc1,,3.599999993639722
CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)CC2)c(Cl)c1,,1.1999998727657215
COc1ccc(CN2C(=O)C(O)(c3ccc4c(c3)OCO4)c3ccccc32)cc1,,8.794883681852511
COCCC(CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,,11.999998727657218
CO[C@H]1CCN(C(=O)c2ccc(O)cc2OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)C1,,3.8999990388933927
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,,3.099999330209736
O=C(NCc1cc(Cl)ccc1-n1cnnn1)C1C[C@H]2C[C@H]2N1C(=O)C(O)CC1CC1,,4.983972071293403
COC(=O)NC(C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@@H]1O)Cc1ccc(Br)cc1)C(C)(C)C,,16.999991334382887
CC(O)c1[nH]nc(N)c1N,,21.29999983134689
O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO)c1cccnc1,,1.9650002049116853
c1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)cc1,,13.300004870285555
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@@H](c3ccccc3)N(C)CCCC(=O)O)c2=O)c1F,,7.499995451387857
NCc1cccc(Cn2cnc3ccccc32)c1,,27.59998842951238
CO/N=C1/C(=O)N(Cc2nc3ccccc3n2CCCCO)c2cnccc21,,9.80000280504076
O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,,11.999998727657218
COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,,29.224648743572185
CC1(C)NC(=O)c2c(ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)c2F)NC1=O,,3.999998237804733
CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,,43.99999225089864
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@](OC)(c2ccc(-c3cnn(C)c3)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,,2.900000681779469
CC1(CC(O)C(=O)N2N=CCC2C(=O)NCc2cc(Cl)ccc2-n2cnnn2)CC1,,9.499999884308792
c1nc(NC2CCC(N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,,14.000005297108746
c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1,,5.999996540823129
CC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)OCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC1=O,,0.1300000741435171
CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,,0.9000003949040396
Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(C=CC(=O)O)cc3)cc21,,16.00000800725365
CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,0.478629871905386
COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3Cc3ccccc3)n(C)c2=O)c1,,0.9000003949040396
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,,0.3799998279638034
c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,,38.99999038893393
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,,1.4999997960289175
CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc(C4CCC(CC(=O)O)CC4)cc3)ccc21,,20.099997342467372
Cc1cc(COc2ccc(C(=O)NC3(CC(O)=NO)CCN(CCF)CC3)cc2)c2ccccc2n1,,0.5499998866625503
CC(NC(=O)CCC(=O)OCCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)NCCCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O,,0.4100000408591647
CSc1nc2ccccc2n1C,,8.254591767333867
COCCn1cc(C(=O)Nc2cccc3ccccc23)c2ccccc21,,26.99998979427093
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CC4CCC(C3)N4C)CC2)c(C)c1,,1.1999998727657215
CC(C)(C)c1ccc(CN2CCC=C(CCC(O)=NO)C2=O)cc1,,21.030001322620272
COCCn1cc(C(=O)c2cccc3ccccc23)c2cccnc21,,25.999997128120995
O=C(c1cnccc1Oc1cc(Cl)ccc1Cl)N1CCN(C2CC2)c2ccccc21,,6.1371763105670905
Cc1cc(C)c2c(N)c(C(N)=O)sc2n1,,13.599993474855433
Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,,10.488085038456973
Cc1cc(COc2ccc(C(=O)N[C@@H]3CCNCC3C(O)=NO)cc2)c2ccccc2n1,,0.2000000941002361
Cc1cc(CC(OC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)c2cc(CN3CCOCC3)ccn2)cc2c[nH]nc12,,9.89999556403456
C[C@@H]1CN(c2ccc(F)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,62.000015775261744
CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=CC(N)=O)c3c(F)c(F)cc(F)c3F)cc21,,63.09576350468559
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CC[S+]([O-])CC4)cc3)C2)o1,,25.63436123346314
CN(C)Cc1nccn1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,,2.030000290209044
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)cc2)n1,,12.6999964629059
N#Cc1cc(COC(=O)N2C[C@@H]3C(CNC(=O)c4ccc5[nH]nnc5c4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,,8.000000239617254
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCN(C)CC5)c(F)c4)C3)o2)cc1,,46.00000723621415
CN1C(=O)CN(CCC(=O)O)C(=O)c2cc(C#Cc3ccc(C(=N)N)cc3)ccc21,,0.1799999564383302
CN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cc5ccccc5o4)n3)[nH]c12,,1.0
